,speaker,sentence
432,CHAIR POWELL,But you can imagine circumstances in which it would be appropriate to have them working in what might be seen to be just different ways.
433,CHAIR POWELL,But that wouldn’t be the case.
440,CHAIR POWELL,So that’s a very important thing.
441,CHAIR POWELL,Yes.
442,CHAIR POWELL,And yes to both sides of that.
443,CHAIR POWELL,"You know, yes, banks are now working to see that they are ready to use the discount window, and we are strongly encouraging them to do that—banks broadly."
444,CHAIR POWELL,"We did find, as you know, during the events of March and that, you know, that it’s a little clunkier."
445,CHAIR POWELL,"It can be a little July 26, 2023 clunkier and not as quick as it needs to be sometimes."
453,CHAIR POWELL,"I think we’ve got a ways to go to get back to balance, really, for the reasons that you talked about."
454,CHAIR POWELL,"With existing homes, you know, there are many people who have low-rate mortgages, and whereas they might want to sell in a normal situation, they’re not going to because they have such, so much, value in their mortgage, whch means that supply of existing homes is really, really tight, which is keeping prices up."
455,CHAIR POWELL,"On the other hand, there’s, you know, there’s a lot of supply coming on line now, and, and there are people coming in."
456,CHAIR POWELL,"A lot of the buyers are, are, you know, first-time buyers coming in, buying at, you know, with these, you know, with these relatively elevated mortgage rates."
457,CHAIR POWELL,But I think this will take some time to work through.
458,CHAIR POWELL,"Hopefully, more supply comes on line, and, you know, we, we work through it."
459,CHAIR POWELL,"We’re still living through the, you know, the aftermath of the—of the pandemic."
465,CHAIR POWELL,"We are watching it, of course, very closely."
466,CHAIR POWELL,And you’re right.
467,CHAIR POWELL,"The withdrawal from the Black Sea Grain Initiative does raise concerns about global food security, particularly for poorer countries that import a large share of their food."
468,CHAIR POWELL,"Grain prices did go up on this news, but they remain well below their peaks of last spring."
469,CHAIR POWELL,"And the moves that we’ve seen so far, I would say, are not expected to make a significant contribution to U.S. inflation."
470,CHAIR POWELL,"Of course, we will be watching that situation carefully."
472,CHAIR POWELL,Doesn’t.
473,CHAIR POWELL,You wouldn’t say so looking at what we—what we know now.
475,CHAIR POWELL,Thanks very much.
